,Tree1,Tree2,VLMC dist,threshold,min_count,max_depth,Tree1 VLMC size,Tree2 VLMC size,Tree1 GC ratio,Tree2 GC ratio
0,Galeopterus variegatus,Otolemur garnettii,0.23854,0.0,25,18,1107880729,901014393,34.76677460178301,38.013368451217595
1,Galeopterus variegatus,Daubentonia madagascariensis,0.216352,0.0,25,18,1107880729,949979385,34.76677460178301,39.39099517069151
2,Galeopterus variegatus,Eulemur macaco,0.214131,0.0,25,18,1107880729,797963142,34.76677460178301,39.84544899667991
3,Galeopterus variegatus,Aotus nancymaae,0.233808,0.0,25,18,1107880729,1038366555,34.76677460178301,38.13125614956874
4,Galeopterus variegatus,Callithrix jacchus,0.244095,0.0,25,18,1107880729,1085298053,34.76677460178301,40.22019165548447
5,Galeopterus variegatus,Nomascus leucogenys,0.235099,0.0,25,18,1107880729,1060159577,34.76677460178301,40.30296197476748
6,Galeopterus variegatus,Pan paniscus,0.239167,0.0,25,18,1107880729,1123867719,34.76677460178301,39.584494024464064
7,Galeopterus variegatus,Homo sapiens subsp. Denisova,0.243081,0.0,25,18,1107880729,1200927358,34.76677460178301,38.559771286613994
8,Galeopterus variegatus,Pongo abelii,0.249935,0.0,25,18,1107880729,1213073011,34.76677460178301,40.533057862356024
9,Galeopterus variegatus,Papio anubis,0.233741,0.0,25,18,1107880729,1088646939,34.76677460178301,40.34269736216134
10,Galeopterus variegatus,Mandrillus leucophaeus,0.231304,0.0,25,18,1107880729,1043090665,34.76677460178301,35.73871811431402
11,Galeopterus variegatus,Macaca nemestrina,0.231602,0.0,25,18,1107880729,1085746546,34.76677460178301,38.95023271283116
12,Galeopterus variegatus,Nasalis larvatus,0.227934,0.0,25,18,1107880729,914816468,34.76677460178301,31.457062330820754
13,Galeopterus variegatus,Colobus angolensis,0.231473,0.0,25,18,1107880729,1024190813,34.76677460178301,36.348927770522955
14,Galeopterus variegatus,Carlito syrichta,0.260361,0.0,25,18,1107880729,1366937592,34.76677460178301,39.53765480833894
15,Galeopterus variegatus,Chlorocebus sabaeus,0.235875,0.0,25,18,1107880729,1113227644,34.76677460178301,40.45298252515873
16,Otolemur garnettii,Daubentonia madagascariensis,0.212995,0.0,25,18,901014393,949979385,38.013368451217595,39.39099517069151
17,Otolemur garnettii,Eulemur macaco,0.205617,0.0,25,18,901014393,797963142,38.013368451217595,39.84544899667991
18,Otolemur garnettii,Aotus nancymaae,0.226139,0.0,25,18,901014393,1038366555,38.013368451217595,38.13125614956874
