,Tree1,Tree2,VLMC dist,threshold,min_count,max_depth,Tree1 VLMC size,Tree2 VLMC size,Tree1 GC ratio,Tree2 GC ratio
0,Galeopterus variegatus,Otolemur garnettii,0.238137,0.0,25,21,1214929785,989775317,34.76677460178301,38.013368451217595
1,Galeopterus variegatus,Daubentonia madagascariensis,0.214719,0.0,25,21,1214929785,1023056872,34.76677460178301,39.39099517069151
2,Galeopterus variegatus,Eulemur macaco,0.212942,0.0,25,21,1214929785,843988085,34.76677460178301,39.84544899667991
3,Galeopterus variegatus,Aotus nancymaae,0.232951,0.0,25,21,1214929785,1152973454,34.76677460178301,38.13125614956874
4,Galeopterus variegatus,Callithrix jacchus,0.243305,0.0,25,21,1214929785,1235557264,34.76677460178301,40.22019165548447
5,Galeopterus variegatus,Nomascus leucogenys,0.233911,0.0,25,21,1214929785,1200589760,34.76677460178301,40.30296197476748
6,Galeopterus variegatus,Pan paniscus,0.23785,0.0,25,21,1214929785,1296549267,34.76677460178301,39.584494024464064
7,Galeopterus variegatus,Homo sapiens subsp. Denisova,0.241693,0.0,25,21,1214929785,1369516645,34.76677460178301,38.559771286613994
8,Galeopterus variegatus,Pongo abelii,0.248506,0.0,25,21,1214929785,1420370122,34.76677460178301,40.533057862356024
9,Galeopterus variegatus,Papio anubis,0.232641,0.0,25,21,1214929785,1220233202,34.76677460178301,40.34269736216134
10,Galeopterus variegatus,Mandrillus leucophaeus,0.230214,0.0,25,21,1214929785,1158932420,34.76677460178301,35.73871811431402
11,Galeopterus variegatus,Macaca nemestrina,0.230526,0.0,25,21,1214929785,1206709501,34.76677460178301,38.95023271283116
12,Galeopterus variegatus,Nasalis larvatus,0.227014,0.0,25,21,1214929785,996605967,34.76677460178301,31.457062330820754
13,Galeopterus variegatus,Colobus angolensis,0.230434,0.0,25,21,1214929785,1139524421,34.76677460178301,36.348927770522955
14,Galeopterus variegatus,Carlito syrichta,0.259429,0.0,25,21,1214929785,1608491021,34.76677460178301,39.53765480833894
15,Galeopterus variegatus,Chlorocebus sabaeus,0.234792,0.0,25,21,1214929785,1255245569,34.76677460178301,40.45298252515873
16,Otolemur garnettii,Daubentonia madagascariensis,0.212015,0.0,25,21,989775317,1023056872,38.013368451217595,39.39099517069151
17,Otolemur garnettii,Eulemur macaco,0.204462,0.0,25,21,989775317,843988085,38.013368451217595,39.84544899667991
18,Otolemur garnettii,Aotus nancymaae,0.22546,0.0,25,21,989775317,1152973454,38.013368451217595,38.13125614956874
19,Otolemur garnettii,Callithrix jacchus,0.233825,0.0,25,21,989775317,1235557264,38.013368451217595,40.22019165548447
20,Otolemur garnettii,Nomascus leucogenys,0.229526,0.0,25,21,989775317,1200589760,38.013368451217595,40.30296197476748
21,Otolemur garnettii,Pan paniscus,0.233901,0.0,25,21,989775317,1296549267,38.013368451217595,39.584494024464064
22,Otolemur garnettii,Homo sapiens subsp. Denisova,0.237444,0.0,25,21,989775317,1369516645,38.013368451217595,38.559771286613994
23,Otolemur garnettii,Pongo abelii,0.24429,0.0,25,21,989775317,1420370122,38.013368451217595,40.533057862356024
24,Otolemur garnettii,Papio anubis,0.227411,0.0,25,21,989775317,1220233202,38.013368451217595,40.34269736216134
25,Otolemur garnettii,Mandrillus leucophaeus,0.225206,0.0,25,21,989775317,1158932420,38.013368451217595,35.73871811431402
26,Otolemur garnettii,Macaca nemestrina,0.225145,0.0,25,21,989775317,1206709501,38.013368451217595,38.95023271283116
27,Otolemur garnettii,Nasalis larvatus,0.222077,0.0,25,21,989775317,996605967,38.013368451217595,31.457062330820754
28,Otolemur garnettii,Colobus angolensis,0.224956,0.0,25,21,989775317,1139524421,38.013368451217595,36.348927770522955
29,Otolemur garnettii,Carlito syrichta,0.250481,0.0,25,21,989775317,1608491021,38.013368451217595,39.53765480833894
30,Otolemur garnettii,Chlorocebus sabaeus,0.228898,0.0,25,21,989775317,1255245569,38.013368451217595,40.45298252515873
31,Daubentonia madagascariensis,Eulemur macaco,0.164653,0.0,25,21,1023056872,843988085,39.39099517069151,39.84544899667991
32,Daubentonia madagascariensis,Aotus nancymaae,0.210017,0.0,25,21,1023056872,1152973454,39.39099517069151,38.13125614956874
33,Daubentonia madagascariensis,Callithrix jacchus,0.221101,0.0,25,21,1023056872,1235557264,39.39099517069151,40.22019165548447
34,Daubentonia madagascariensis,Nomascus leucogenys,0.209807,0.0,25,21,1023056872,1200589760,39.39099517069151,40.30296197476748
35,Daubentonia madagascariensis,Pan paniscus,0.212873,0.0,25,21,1023056872,1296549267,39.39099517069151,39.584494024464064
36,Daubentonia madagascariensis,Homo sapiens subsp. Denisova,0.216359,0.0,25,21,1023056872,1369516645,39.39099517069151,38.559771286613994
37,Daubentonia madagascariensis,Pongo abelii,0.223984,0.0,25,21,1023056872,1420370122,39.39099517069151,40.533057862356024
38,Daubentonia madagascariensis,Papio anubis,0.208683,0.0,25,21,1023056872,1220233202,39.39099517069151,40.34269736216134
39,Daubentonia madagascariensis,Mandrillus leucophaeus,0.206416,0.0,25,21,1023056872,1158932420,39.39099517069151,35.73871811431402
40,Daubentonia madagascariensis,Macaca nemestrina,0.20664,0.0,25,21,1023056872,1206709501,39.39099517069151,38.95023271283116
41,Daubentonia madagascariensis,Nasalis larvatus,0.204264,0.0,25,21,1023056872,996605967,39.39099517069151,31.457062330820754
