,Tree1,Tree2,VLMC dist,threshold,min_count,max_depth,Tree1 VLMC size,Tree2 VLMC size,Tree1 GC ratio,Tree2 GC ratio
0,Hoolock leuconedys,Symphalangus syndactylus,0.13271,0.0,25,24,1310630681,1490627058,40.61566777058686,40.11323405541729
1,Hoolock leuconedys,Hylobates pileatus,0.1174,0.0,25,24,1310630681,1320997088,40.61566777058686,40.64555888453407
2,Hoolock leuconedys,Hylobates moloch,0.111425,0.0,25,24,1310630681,1301921139,40.61566777058686,39.60913927671327
3,Hoolock leuconedys,Nomascus leucogenys,0.116024,0.0,25,24,1310630681,1343132102,40.61566777058686,40.30296197476748
4,Hoolock leuconedys,Nomascus siki,0.11494,0.0,25,24,1310630681,1307031370,40.61566777058686,40.48972154609308
5,Hoolock leuconedys,Gorilla gorilla,0.134456,0.0,25,24,1310630681,1441745422,40.61566777058686,39.52897855993019
6,Hoolock leuconedys,Pan paniscus,0.135038,0.0,25,24,1310630681,1479369447,40.61566777058686,39.584494024464064
7,Hoolock leuconedys,Homo sapiens subsp. Denisova,0.138993,0.0,25,24,1310630681,1540558352,40.61566777058686,38.559771286613994
8,Hoolock leuconedys,Pongo pygmaeus,0.144443,0.0,25,24,1310630681,1626259005,40.61566777058686,40.56904561665204
9,Hoolock leuconedys,Pongo abelii,0.146539,0.0,25,24,1310630681,1639753018,40.61566777058686,40.533057862356024
10,Hoolock leuconedys,Chlorocebus aethiops,0.139944,0.0,25,24,1310630681,1322247979,40.61566777058686,40.399827615826005
11,Symphalangus syndactylus,Hylobates pileatus,0.134616,0.0,25,24,1490627058,1320997088,40.11323405541729,40.64555888453407
12,Symphalangus syndactylus,Hylobates moloch,0.126317,0.0,25,24,1490627058,1301921139,40.11323405541729,39.60913927671327
13,Symphalangus syndactylus,Nomascus leucogenys,0.128122,0.0,25,24,1490627058,1343132102,40.11323405541729,40.30296197476748
14,Symphalangus syndactylus,Nomascus siki,0.130808,0.0,25,24,1490627058,1307031370,40.11323405541729,40.48972154609308
15,Symphalangus syndactylus,Gorilla gorilla,0.149833,0.0,25,24,1490627058,1441745422,40.11323405541729,39.52897855993019
16,Symphalangus syndactylus,Pan paniscus,0.150775,0.0,25,24,1490627058,1479369447,40.11323405541729,39.584494024464064
17,Symphalangus syndactylus,Homo sapiens subsp. Denisova,0.154407,0.0,25,24,1490627058,1540558352,40.11323405541729,38.559771286613994
18,Symphalangus syndactylus,Pongo pygmaeus,0.155562,0.0,25,24,1490627058,1626259005,40.11323405541729,40.56904561665204
19,Symphalangus syndactylus,Pongo abelii,0.158116,0.0,25,24,1490627058,1639753018,40.11323405541729,40.533057862356024
20,Symphalangus syndactylus,Chlorocebus aethiops,0.15749,0.0,25,24,1490627058,1322247979,40.11323405541729,40.399827615826005
21,Hylobates pileatus,Hylobates moloch,0.10343,0.0,25,24,1320997088,1301921139,40.64555888453407,39.60913927671327
22,Hylobates pileatus,Nomascus leucogenys,0.117127,0.0,25,24,1320997088,1343132102,40.64555888453407,40.30296197476748
23,Hylobates pileatus,Nomascus siki,0.119344,0.0,25,24,1320997088,1307031370,40.64555888453407,40.48972154609308
24,Hylobates pileatus,Gorilla gorilla,0.131133,0.0,25,24,1320997088,1441745422,40.64555888453407,39.52897855993019
25,Hylobates pileatus,Pan paniscus,0.13349,0.0,25,24,1320997088,1479369447,40.64555888453407,39.584494024464064
26,Hylobates pileatus,Homo sapiens subsp. Denisova,0.137785,0.0,25,24,1320997088,1540558352,40.64555888453407,38.559771286613994
27,Hylobates pileatus,Pongo pygmaeus,0.142739,0.0,25,24,1320997088,1626259005,40.64555888453407,40.56904561665204
28,Hylobates pileatus,Pongo abelii,0.144952,0.0,25,24,1320997088,1639753018,40.64555888453407,40.533057862356024
29,Hylobates pileatus,Chlorocebus aethiops,0.140577,0.0,25,24,1320997088,1322247979,40.64555888453407,40.399827615826005
30,Hylobates moloch,Nomascus leucogenys,0.107172,0.0,25,24,1301921139,1343132102,39.60913927671327,40.30296197476748
31,Hylobates moloch,Nomascus siki,0.11322,0.0,25,24,1301921139,1307031370,39.60913927671327,40.48972154609308
32,Hylobates moloch,Gorilla gorilla,0.131787,0.0,25,24,1301921139,1441745422,39.60913927671327,39.52897855993019
33,Hylobates moloch,Pan paniscus,0.131875,0.0,25,24,1301921139,1479369447,39.60913927671327,39.584494024464064
34,Hylobates moloch,Homo sapiens subsp. Denisova,0.134749,0.0,25,24,1301921139,1540558352,39.60913927671327,38.559771286613994
35,Hylobates moloch,Pongo pygmaeus,0.139354,0.0,25,24,1301921139,1626259005,39.60913927671327,40.56904561665204
36,Hylobates moloch,Pongo abelii,0.141662,0.0,25,24,1301921139,1639753018,39.60913927671327,40.533057862356024
37,Hylobates moloch,Chlorocebus aethiops,0.140456,0.0,25,24,1301921139,1322247979,39.60913927671327,40.399827615826005
38,Nomascus leucogenys,Nomascus siki,0.101172,0.0,25,24,1343132102,1307031370,40.30296197476748,40.48972154609308
39,Nomascus leucogenys,Gorilla gorilla,0.133171,0.0,25,24,1343132102,1441745422,40.30296197476748,39.52897855993019
40,Nomascus leucogenys,Pan paniscus,0.13278,0.0,25,24,1343132102,1479369447,40.30296197476748,39.584494024464064
41,Nomascus leucogenys,Homo sapiens subsp. Denisova,0.136248,0.0,25,24,1343132102,1540558352,40.30296197476748,38.559771286613994
42,Nomascus leucogenys,Pongo pygmaeus,0.142291,0.0,25,24,1343132102,1626259005,40.30296197476748,40.56904561665204
43,Nomascus leucogenys,Pongo abelii,0.144786,0.0,25,24,1343132102,1639753018,40.30296197476748,40.533057862356024
44,Nomascus leucogenys,Chlorocebus aethiops,0.142688,0.0,25,24,1343132102,1322247979,40.30296197476748,40.399827615826005
45,Nomascus siki,Gorilla gorilla,0.134123,0.0,25,24,1307031370,1441745422,40.48972154609308,39.52897855993019
46,Nomascus siki,Pan paniscus,0.133267,0.0,25,24,1307031370,1479369447,40.48972154609308,39.584494024464064
47,Nomascus siki,Homo sapiens subsp. Denisova,0.136958,0.0,25,24,1307031370,1540558352,40.48972154609308,38.559771286613994
48,Nomascus siki,Pongo pygmaeus,0.142831,0.0,25,24,1307031370,1626259005,40.48972154609308,40.56904561665204
49,Nomascus siki,Pongo abelii,0.145435,0.0,25,24,1307031370,1639753018,40.48972154609308,40.533057862356024
50,Nomascus siki,Chlorocebus aethiops,0.139082,0.0,25,24,1307031370,1322247979,40.48972154609308,40.399827615826005
51,Gorilla gorilla,Pan paniscus,0.103411,0.0,25,24,1441745422,1479369447,39.52897855993019,39.584494024464064
52,Gorilla gorilla,Homo sapiens subsp. Denisova,0.107663,0.0,25,24,1441745422,1540558352,39.52897855993019,38.559771286613994
53,Gorilla gorilla,Pongo pygmaeus,0.135475,0.0,25,24,1441745422,1626259005,39.52897855993019,40.56904561665204
54,Gorilla gorilla,Pongo abelii,0.138365,0.0,25,24,1441745422,1639753018,39.52897855993019,40.533057862356024
55,Gorilla gorilla,Chlorocebus aethiops,0.144494,0.0,25,24,1441745422,1322247979,39.52897855993019,40.399827615826005
56,Pan paniscus,Homo sapiens subsp. Denisova,0.101115,0.0,25,24,1479369447,1540558352,39.584494024464064,38.559771286613994
57,Pan paniscus,Pongo pygmaeus,0.137535,0.0,25,24,1479369447,1626259005,39.584494024464064,40.56904561665204
58,Pan paniscus,Pongo abelii,0.140223,0.0,25,24,1479369447,1639753018,39.584494024464064,40.533057862356024
59,Pan paniscus,Chlorocebus aethiops,0.145334,0.0,25,24,1479369447,1322247979,39.584494024464064,40.399827615826005
60,Homo sapiens subsp. Denisova,Pongo pygmaeus,0.137325,0.0,25,24,1540558352,1626259005,38.559771286613994,40.56904561665204
61,Homo sapiens subsp. Denisova,Pongo abelii,0.140118,0.0,25,24,1540558352,1639753018,38.559771286613994,40.533057862356024
62,Homo sapiens subsp. Denisova,Chlorocebus aethiops,0.14916,0.0,25,24,1540558352,1322247979,38.559771286613994,40.399827615826005
63,Pongo pygmaeus,Pongo abelii,0.0633295,0.0,25,24,1626259005,1639753018,40.56904561665204,40.533057862356024
64,Pongo pygmaeus,Chlorocebus aethiops,0.154809,0.0,25,24,1626259005,1322247979,40.56904561665204,40.399827615826005
65,Pongo abelii,Chlorocebus aethiops,0.157115,0.0,25,24,1639753018,1322247979,40.533057862356024,40.399827615826005
66,Hoolock leuconedys,Symphalangus syndactylus,0.100427,0.0,100,24,304373480,402550120,40.61566777058686,40.11323405541729
67,Hoolock leuconedys,Hylobates pileatus,0.0673105,0.0,100,24,304373480,308100335,40.61566777058686,40.64555888453407
68,Hoolock leuconedys,Hylobates moloch,0.0636419,0.0,100,24,304373480,303011703,40.61566777058686,39.60913927671327
69,Hoolock leuconedys,Nomascus leucogenys,0.0693522,0.0,100,24,304373480,312920458,40.61566777058686,40.30296197476748
70,Hoolock leuconedys,Nomascus siki,0.0662296,0.0,100,24,304373480,304511835,40.61566777058686,40.48972154609308
71,Hoolock leuconedys,Gorilla gorilla,0.0873829,0.0,100,24,304373480,342700201,40.61566777058686,39.52897855993019
72,Hoolock leuconedys,Pan paniscus,0.0877438,0.0,100,24,304373480,347980533,40.61566777058686,39.584494024464064
73,Hoolock leuconedys,Homo sapiens subsp. Denisova,0.0865517,0.0,100,24,304373480,354740609,40.61566777058686,38.559771286613994
74,Hoolock leuconedys,Pongo pygmaeus,0.103699,0.0,100,24,304373480,401645049,40.61566777058686,40.56904561665204
75,Hoolock leuconedys,Pongo abelii,0.108015,0.0,100,24,304373480,411982055,40.61566777058686,40.533057862356024
76,Hoolock leuconedys,Chlorocebus aethiops,0.0885892,0.0,100,24,304373480,305102829,40.61566777058686,40.399827615826005
77,Hoolock leuconedys,Chlorocebus sabaeus,0.0923562,0.0,100,24,304373480,319942446,40.61566777058686,40.45298252515873
78,Hoolock leuconedys,Erythrocebus patas,0.0960289,0.0,100,24,304373480,333875360,40.61566777058686,40.34508175428735
79,Hoolock leuconedys,Cercopithecus mona,0.0893959,0.0,100,24,304373480,314977769,40.61566777058686,40.39017091595789
80,Hoolock leuconedys,Cercopithecus neglectus,0.108948,0.0,100,24,304373480,365089909,40.61566777058686,39.06223279425127
81,Hoolock leuconedys,Miopithecus talapoin,0.091729,0.0,100,24,304373480,322017552,40.61566777058686,39.55729658154312
82,Hoolock leuconedys,Papio papio,0.0869747,0.0,100,24,304373480,308415054,40.61566777058686,39.754338158142275
83,Hoolock leuconedys,Papio hamadryas,0.093468,0.0,100,24,304373480,332467813,40.61566777058686,40.4106715547531
84,Hoolock leuconedys,Papio anubis,0.0862977,0.0,100,24,304373480,309537299,40.61566777058686,40.34269736216134
85,Hoolock leuconedys,Theropithecus gelada,0.0885052,0.0,100,24,304373480,308396655,40.61566777058686,39.77794037917289
86,Hoolock leuconedys,Lophocebus aterrimus,0.089699,0.0,100,24,304373480,312344095,40.61566777058686,40.423197298738465
87,Hoolock leuconedys,Mandrillus sphinx,0.0901294,0.0,100,24,304373480,308545398,40.61566777058686,40.409299057075565
88,Symphalangus syndactylus,Hylobates pileatus,0.0997529,0.0,100,24,402550120,308100335,40.11323405541729,40.64555888453407
