,Tree1,Tree2,VLMC dist,threshold,min_count,max_depth,Tree1 VLMC size,Tree2 VLMC size,Tree1 GC ratio,Tree2 GC ratio
0,Hoolock leuconedys,Symphalangus syndactylus,0.13271,0,25,24,1310630681,1490627058,40.61566777058686,40.11323405541729
1,Hoolock leuconedys,Hylobates pileatus,0.1174,0,25,24,1310630681,1320997088,40.61566777058686,40.64555888453407
2,Hoolock leuconedys,Hylobates moloch,0.111425,0,25,24,1310630681,1301921139,40.61566777058686,39.60913927671327
3,Hoolock leuconedys,Nomascus leucogenys,0.116024,0,25,24,1310630681,1343132102,40.61566777058686,40.30296197476748
4,Hoolock leuconedys,Nomascus siki,0.11494,0,25,24,1310630681,1307031370,40.61566777058686,40.48972154609308
5,Hoolock leuconedys,Gorilla gorilla,0.134456,0,25,24,1310630681,1441745422,40.61566777058686,39.52897855993019
6,Hoolock leuconedys,Pan paniscus,0.135038,0,25,24,1310630681,1479369447,40.61566777058686,39.584494024464064
7,Hoolock leuconedys,Homo sapiens subsp. Denisova,0.138993,0,25,24,1310630681,1540558352,40.61566777058686,38.559771286613994
8,Hoolock leuconedys,Pongo pygmaeus,0.144443,0,25,24,1310630681,1626259005,40.61566777058686,40.56904561665204
9,Hoolock leuconedys,Pongo abelii,0.146539,0,25,24,1310630681,1639753018,40.61566777058686,40.533057862356024
10,Hoolock leuconedys,Chlorocebus aethiops,0.139944,0,25,24,1310630681,1322247979,40.61566777058686,40.399827615826005
11,Hoolock leuconedys,Chlorocebus sabaeus,0.143977,0,25,24,1310630681,1394427729,40.61566777058686,40.45298252515873
12,Hoolock leuconedys,Erythrocebus patas,0.145599,0,25,24,1310630681,1421925307,40.61566777058686,40.34508175428735
13,Hoolock leuconedys,Cercopithecus mona,0.142156,0,25,24,1310630681,1382580349,40.61566777058686,40.39017091595789
14,Hoolock leuconedys,Cercopithecus neglectus,0.155402,0,25,24,1310630681,1556802555,40.61566777058686,39.06223279425127
15,Hoolock leuconedys,Miopithecus talapoin,0.146154,0,25,24,1310630681,1404252406,40.61566777058686,39.55729658154312
16,Hoolock leuconedys,Papio papio,0.140706,0,25,24,1310630681,1343183305,40.61566777058686,39.754338158142275
17,Hoolock leuconedys,Papio hamadryas,0.144344,0,25,24,1310630681,1416305828,40.61566777058686,40.4106715547531
18,Hoolock leuconedys,Papio anubis,0.138679,0,25,24,1310630681,1348635951,40.61566777058686,40.34269736216134
19,Hoolock leuconedys,Theropithecus gelada,0.139545,0,25,24,1310630681,1339865469,40.61566777058686,39.77794037917289
20,Hoolock leuconedys,Lophocebus aterrimus,0.141027,0,25,24,1310630681,1361376337,40.61566777058686,40.423197298738465
21,Hoolock leuconedys,Mandrillus sphinx,0.143251,0,25,24,1310630681,1337270392,40.61566777058686,40.409299057075565
22,Hoolock leuconedys,Mandrillus leucophaeus,0.139494,0,25,24,1310630681,1269411771,40.61566777058686,35.73871811431402
23,Hoolock leuconedys,Cercocebus atys,0.139864,0,25,24,1310630681,1296509190,40.61566777058686,39.54031166627606
24,Hoolock leuconedys,Macaca thibetana,0.137851,0,25,24,1310630681,1326393099,40.61566777058686,40.48918406268277
25,Hoolock leuconedys,Macaca assamensis,0.136866,0,25,24,1310630681,1281502154,40.61566777058686,40.47779963893179
26,Hoolock leuconedys,Macaca arctoides,0.138621,0,25,24,1310630681,1235846790,40.61566777058686,38.748554069011774
27,Hoolock leuconedys,Macaca cyclopis,0.139881,0,25,24,1310630681,1317984622,40.61566777058686,39.808270780481195
28,Hoolock leuconedys,Macaca fuscata,0.142843,0,25,24,1310630681,1390564794,40.61566777058686,40.32106051843022
29,Hoolock leuconedys,Macaca silenus,0.139256,0,25,24,1310630681,1295201555,40.61566777058686,40.49686619245699
30,Hoolock leuconedys,Macaca nemestrina,0.141614,0,25,24,1310630681,1320746870,40.61566777058686,38.95023271283116
31,Hoolock leuconedys,Macaca nigra,0.139608,0,25,24,1310630681,1326026553,40.61566777058686,40.49545296910407
32,Hoolock leuconedys,Semnopithecus entellus,0.150575,0,25,24,1310630681,1496483542,40.61566777058686,39.75224829732938
33,Hoolock leuconedys,Trachypithecus francoisi,0.142149,0,25,24,1310630681,1354288351,40.61566777058686,40.61246085550218
34,Hoolock leuconedys,Trachypithecus phayrei crepuscula,0.142498,0,25,24,1310630681,1358529978,40.61566777058686,40.453016910597995
35,Hoolock leuconedys,Nasalis larvatus,0.144306,0,25,24,1310630681,1071682999,40.61566777058686,31.457062330820754
36,Hoolock leuconedys,Pygathrix nigripes,0.143311,0,25,24,1310630681,1379959624,40.61566777058686,40.34605156563009
37,Hoolock leuconedys,Pygathrix nemaeus,0.156813,0,25,24,1310630681,1645679769,40.61566777058686,39.27762512129408
38,Hoolock leuconedys,Rhinopithecus roxellana,0.146536,0,25,24,1310630681,1448768401,40.61566777058686,40.39158124418493
39,Hoolock leuconedys,Rhinopithecus strykeri,0.145307,0,25,24,1310630681,1407927723,40.61566777058686,40.40836132608454
40,Hoolock leuconedys,Rhinopithecus bieti,0.140376,0,25,24,1310630681,1308700160,40.61566777058686,37.94136467677355
41,Hoolock leuconedys,Piliocolobus tephrosceles,0.143378,0,25,24,1310630681,1403563692,40.61566777058686,39.14096025522798
42,Hoolock leuconedys,Colobus angolensis,0.141284,0,25,24,1310630681,1249746259,40.61566777058686,36.348927770522955
43,Symphalangus syndactylus,Hylobates pileatus,0.134616,0,25,24,1490627058,1320997088,40.11323405541729,40.64555888453407
44,Symphalangus syndactylus,Hylobates moloch,0.126317,0,25,24,1490627058,1301921139,40.11323405541729,39.60913927671327
45,Symphalangus syndactylus,Nomascus leucogenys,0.128122,0,25,24,1490627058,1343132102,40.11323405541729,40.30296197476748
46,Symphalangus syndactylus,Nomascus siki,0.130808,0,25,24,1490627058,1307031370,40.11323405541729,40.48972154609308
47,Symphalangus syndactylus,Gorilla gorilla,0.149833,0,25,24,1490627058,1441745422,40.11323405541729,39.52897855993019
48,Symphalangus syndactylus,Pan paniscus,0.150775,0,25,24,1490627058,1479369447,40.11323405541729,39.584494024464064
49,Symphalangus syndactylus,Homo sapiens subsp. Denisova,0.154407,0,25,24,1490627058,1540558352,40.11323405541729,38.559771286613994
50,Symphalangus syndactylus,Pongo pygmaeus,0.155562,0,25,24,1490627058,1626259005,40.11323405541729,40.56904561665204
51,Symphalangus syndactylus,Pongo abelii,0.158116,0,25,24,1490627058,1639753018,40.11323405541729,40.533057862356024
52,Symphalangus syndactylus,Chlorocebus aethiops,0.15749,0,25,24,1490627058,1322247979,40.11323405541729,40.399827615826005
53,Symphalangus syndactylus,Chlorocebus sabaeus,0.160901,0,25,24,1490627058,1394427729,40.11323405541729,40.45298252515873
54,Symphalangus syndactylus,Erythrocebus patas,0.162425,0,25,24,1490627058,1421925307,40.11323405541729,40.34508175428735
55,Symphalangus syndactylus,Cercopithecus mona,0.159412,0,25,24,1490627058,1382580349,40.11323405541729,40.39017091595789
56,Symphalangus syndactylus,Cercopithecus neglectus,0.171056,0,25,24,1490627058,1556802555,40.11323405541729,39.06223279425127
57,Symphalangus syndactylus,Miopithecus talapoin,0.163551,0,25,24,1490627058,1404252406,40.11323405541729,39.55729658154312
58,Symphalangus syndactylus,Papio papio,0.158629,0,25,24,1490627058,1343183305,40.11323405541729,39.754338158142275
59,Symphalangus syndactylus,Papio hamadryas,0.160857,0,25,24,1490627058,1416305828,40.11323405541729,40.4106715547531
60,Symphalangus syndactylus,Papio anubis,0.158162,0,25,24,1490627058,1348635951,40.11323405541729,40.34269736216134
61,Symphalangus syndactylus,Theropithecus gelada,0.155176,0,25,24,1490627058,1339865469,40.11323405541729,39.77794037917289
62,Symphalangus syndactylus,Lophocebus aterrimus,0.157773,0,25,24,1490627058,1361376337,40.11323405541729,40.423197298738465
63,Symphalangus syndactylus,Mandrillus sphinx,0.159377,0,25,24,1490627058,1337270392,40.11323405541729,40.409299057075565
64,Symphalangus syndactylus,Mandrillus leucophaeus,0.157236,0,25,24,1490627058,1269411771,40.11323405541729,35.73871811431402
65,Symphalangus syndactylus,Cercocebus atys,0.15799,0,25,24,1490627058,1296509190,40.11323405541729,39.54031166627606
66,Symphalangus syndactylus,Macaca thibetana,0.156023,0,25,24,1490627058,1326393099,40.11323405541729,40.48918406268277
67,Symphalangus syndactylus,Macaca assamensis,0.156381,0,25,24,1490627058,1281502154,40.11323405541729,40.47779963893179
68,Symphalangus syndactylus,Macaca arctoides,0.154905,0,25,24,1490627058,1235846790,40.11323405541729,38.748554069011774
69,Symphalangus syndactylus,Macaca cyclopis,0.154015,0,25,24,1490627058,1317984622,40.11323405541729,39.808270780481195
70,Symphalangus syndactylus,Macaca fuscata,0.158336,0,25,24,1490627058,1390564794,40.11323405541729,40.32106051843022
71,Symphalangus syndactylus,Macaca silenus,0.156914,0,25,24,1490627058,1295201555,40.11323405541729,40.49686619245699
72,Symphalangus syndactylus,Macaca nemestrina,0.159951,0,25,24,1490627058,1320746870,40.11323405541729,38.95023271283116
73,Symphalangus syndactylus,Macaca nigra,0.156776,0,25,24,1490627058,1326026553,40.11323405541729,40.49545296910407
74,Symphalangus syndactylus,Semnopithecus entellus,0.166369,0,25,24,1490627058,1496483542,40.11323405541729,39.75224829732938
75,Symphalangus syndactylus,Trachypithecus francoisi,0.159339,0,25,24,1490627058,1354288351,40.11323405541729,40.61246085550218
76,Symphalangus syndactylus,Trachypithecus phayrei crepuscula,0.159258,0,25,24,1490627058,1358529978,40.11323405541729,40.453016910597995
77,Symphalangus syndactylus,Nasalis larvatus,0.161046,0,25,24,1490627058,1071682999,40.11323405541729,31.457062330820754
78,Symphalangus syndactylus,Pygathrix nigripes,0.16024,0,25,24,1490627058,1379959624,40.11323405541729,40.34605156563009
79,Symphalangus syndactylus,Pygathrix nemaeus,0.172062,0,25,24,1490627058,1645679769,40.11323405541729,39.27762512129408
80,Symphalangus syndactylus,Rhinopithecus roxellana,0.163326,0,25,24,1490627058,1448768401,40.11323405541729,40.39158124418493
81,Symphalangus syndactylus,Rhinopithecus strykeri,0.161847,0,25,24,1490627058,1407927723,40.11323405541729,40.40836132608454
82,Symphalangus syndactylus,Rhinopithecus bieti,0.157441,0,25,24,1490627058,1308700160,40.11323405541729,37.94136467677355
83,Symphalangus syndactylus,Piliocolobus tephrosceles,0.160236,0,25,24,1490627058,1403563692,40.11323405541729,39.14096025522798
84,Symphalangus syndactylus,Colobus angolensis,0.157554,0,25,24,1490627058,1249746259,40.11323405541729,36.348927770522955
